,Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,-log10(pValue)
2733,R-BTA-2871796,FCERI mediated MAPK activation,1,38,0.0036401954210173,0.9915510212694852,0.9917786650805974,1,18,0.0022707203229468,9913,Bos taurus,KRAS,,R-BTA-2424477,0.003684933818033507
2734,R-BTA-202131,Metabolism of nitric oxide: NOS3 activation and regulation,1,38,0.0036401954210173,0.9915510212694852,0.9917786650805974,1,22,0.0027753248391573,9913,Bos taurus,SPR,,R-BTA-1497869,0.003684933818033507
2735,R-RNO-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",2,54,0.0052078310348153,0.9915534851504344,0.9915534851504344,4,30,0.0037979491074819,10116,Rattus norvegicus,HSP90AB1;MAPK13,,R-RNO-874087;R-RNO-1247960;R-RNO-1306876;R-RNO-873951,0.003683854651608519
2736,R-GGA-5654716,Downstream signaling of activated FGFR4,1,32,0.003647139275131,0.9916277486361104,0.9974743987201626,3,23,0.0033858383630207,9031,Gallus gallus,KRAS,,R-GGA-8941613;R-GGA-5654663;R-GGA-5654426,0.003651328908119643
2737,R-GGA-353295,Homologous recombination repair,1,32,0.003647139275131,0.9916277486361104,0.9974743987201626,1,24,0.0035330487266303,9031,Gallus gallus,CHEK2,,R-GGA-265959,0.003651328908119643
2738,R-XTR-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,1,31,0.0036526452221043,0.9916880923630588,0.9971887447023138,7,9,0.001468908111637,8364,Xenopus tropicalis,GNB3,,R-XTR-8850560;R-XTR-6814119;R-XTR-8850527;R-XTR-6814121;R-XTR-6814418;R-XTR-6814124;R-XTR-6814120,0.0036249015009487766
2739,R-XTR-5654733,Negative regulation of FGFR4 signaling,1,31,0.0036526452221043,0.9916880923630588,0.9971887447023138,7,14,0.0022849681736575,8364,Xenopus tropicalis,PPP2R1A,,R-XTR-1295613;R-XTR-1295632;R-XTR-1295609;R-XTR-1295599;R-XTR-1295622;R-XTR-934559;R-XTR-1549564,0.0036249015009487766
2740,R-XTR-174414,Processive synthesis on the C-strand of the telomere,1,31,0.0036526452221043,0.9916880923630588,0.9971887447023138,3,7,0.0011424840868287,8364,Xenopus tropicalis,GAA,,R-XTR-174441;R-XTR-174445;R-XTR-174451,0.0036249015009487766
2741,R-BTA-422356,Regulation of insulin secretion,4,82,0.00785515854009,0.9917786650805974,0.9917786650805974,6,22,0.0027753248391573,9913,Bos taurus,GNB2;ITPR1;GNB3;GNAI2,,R-BTA-400097;R-BTA-9728664;R-BTA-381644;R-BTA-400092;R-BTA-400037;R-BTA-381612,0.003585238389562877
2742,R-RNO-176187,Activation of ATR in response to replication stress,1,38,0.0036647699874626,0.9918194487189106,0.9918194487189106,2,9,0.0011393847322445,10116,Rattus norvegicus,MCM8,,R-RNO-176318;R-RNO-176298,0.003567379823404114
2743,R-RNO-5654687,Downstream signaling of activated FGFR1,1,38,0.0036647699874626,0.9918194487189106,0.9918194487189106,3,24,0.0030383592859855,10116,Rattus norvegicus,KRAS,,R-RNO-5654392;R-RNO-8941623;R-RNO-5654600,0.003567379823404114
2744,R-RNO-71240,Tryptophan catabolism,1,38,0.0036647699874626,0.9918194487189106,0.9918194487189106,1,10,0.0012659830358273,10116,Rattus norvegicus,KMO,,R-RNO-71200,0.003567379823404114
2745,R-GGA-71403,Citric acid cycle (TCA cycle),2,46,0.0052427627080009,0.9918854792923358,0.9974743987201626,3,15,0.0022081554541439,9031,Gallus gallus,FH;SUCLG2,,R-GGA-451033;R-GGA-71775;R-GGA-70982,0.0035384675458963568
2746,R-BTA-5654736,Signaling by FGFR1,2,55,0.0052687038988408,0.9921237352645028,0.9921237352645028,10,45,0.0056768008073672,9913,Bos taurus,PPP2R1A;KRAS,,R-BTA-5654392;R-BTA-8941623;R-BTA-1295609;R-BTA-1295599;R-BTA-5654600;R-BTA-1549564;R-BTA-1295613;R-BTA-1295632;R-BTA-934559;R-BTA-1295622,0.003434160314124626
2747,R-SSC-422356,Regulation of insulin secretion,4,79,0.0079015803160632,0.9921424932147284,0.9921970602113253,6,21,0.0028011204481792,9823,Sus scrofa,GNB2;ITPR1;GNB3;GNAI2,,R-SSC-9728664;R-SSC-381612;R-SSC-400037;R-SSC-400097;R-SSC-400092;R-SSC-381644,0.003425949244301343
2748,R-SSC-2682334,EPH-Ephrin signaling,4,79,0.0079015803160632,0.9921424932147284,0.9921970602113253,4,35,0.0046685340802987,9823,Sus scrofa,NCSTN;ROCK2;ITSN1,,R-SSC-3928601;R-SSC-3928576;R-SSC-3928595;R-SSC-3928656,0.003425949244301343
2749,R-SSC-5654726,Negative regulation of FGFR1 signaling,1,37,0.0037007401480296,0.9921970602113253,0.9921970602113253,7,15,0.002000800320128,9823,Sus scrofa,PPP2R1A,,R-SSC-1295613;R-SSC-1549564;R-SSC-1295632;R-SSC-934559;R-SSC-1295609;R-SSC-1295599;R-SSC-1295622,0.003402064072551254
2750,R-SSC-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,1,37,0.0037007401480296,0.9921970602113253,0.9921970602113253,1,5,0.0006669334400426837,9823,Sus scrofa,SMARCA2,,R-SSC-8938217,0.003402064072551254
2751,R-CFA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,1,36,0.003704084782385,0.9922312741906346,0.9928297628453584,3,3,0.0004049129437171008,9615,Canis familiaris,NUP210,,R-CFA-158441;R-CFA-77594;R-CFA-158447,0.0033870885330854177
2752,R-CFA-390247,Beta-oxidation of very long chain fatty acids,1,36,0.003704084782385,0.9922312741906346,0.9928297628453584,2,11,0.0014846807936293,9615,Canis familiaris,HSD17B4,,R-CFA-390252;R-CFA-390251,0.0033870885330854177
2753,R-CFA-5654687,Downstream signaling of activated FGFR1,1,36,0.003704084782385,0.9922312741906346,0.9928297628453584,3,24,0.0032393035497368,9615,Canis familiaris,KRAS,,R-CFA-8941623;R-CFA-5654600;R-CFA-5654392,0.0033870885330854177
2754,R-HSA-69473,G2/M DNA damage checkpoint,2,80,0.005283317923656,0.9922549295600764,0.9922549295600764,6,12,0.0008613264427217916,9606,Homo sapiens,YWHAE;CHEK2,,R-HSA-75809;R-HSA-5683735;R-HSA-69891;R-HSA-5683792;R-HSA-5683774;R-HSA-75016,0.003376734824002396
2755,R-HSA-199992,trans-Golgi Network Vesicle Budding,2,80,0.005283317923656,0.9922549295600764,0.9922549295600764,4,19,0.0013637668676428,9606,Homo sapiens,TGOLN2;IGF2R,,R-HSA-421831;R-HSA-421836;R-HSA-421835;R-HSA-421833,0.003376734824002396
2756,R-HSA-9749641,Aspirin ADME,2,80,0.005283317923656,0.9922549295600764,0.9922549295600764,2,26,0.0018662072925638,9606,Homo sapiens,ABCC2;UGT2B4,,R-HSA-174931;R-HSA-9750656,0.003376734824002396
2757,R-MMU-5654736,Signaling by FGFR1,2,57,0.0052846282217689,0.9922665875033888,0.9922665875033888,10,46,0.0056138638027825,10090,Mus musculus,PPP2R1A;KRAS,,R-MMU-1549564;R-MMU-1295632;R-MMU-5654600;R-MMU-1295613;R-MMU-8941623;R-MMU-5654392;R-MMU-1295609;R-MMU-1295599;R-MMU-1295622;R-MMU-934559,0.0033716323543063723
2758,R-MMU-2428928,IRS-related events triggered by IGF1R,2,57,0.0052846282217689,0.9922665875033888,0.9922665875033888,2,10,0.0012204051745179,10090,Mus musculus,TRIB3;FGFR2,,R-MMU-109699;R-MMU-109700,0.0033716323543063723
2759,R-MMU-70895,Branched-chain amino acid catabolism,2,57,0.0052846282217689,0.9922665875033888,0.9922665875033888,2,21,0.0025628508664876,10090,Mus musculus,ECHS1;ACADSB,,R-MMU-70800;R-MMU-70870,0.0033716323543063723
2760,R-RNO-9033241,Peroxisomal protein import,3,69,0.0066544507667084,0.9922857504819832,0.9922857504819832,10,14,0.0017723762501582,10116,Rattus norvegicus,HSD17B4;PEX14;PAOX,,R-RNO-9033235;R-RNO-9033236;R-RNO-8953917;R-RNO-9033527;R-RNO-9033533;R-RNO-9033499;R-RNO-9033485;R-RNO-9033514;R-RNO-8953946;R-RNO-9033516,0.003363245197463655
2761,R-SSC-5654738,Signaling by FGFR2,2,53,0.0053010602120424,0.992411336058798,0.992411336058798,10,25,0.0033346672002134,9823,Sus scrofa,PPP2R1A;KRAS,,R-SSC-1295613;R-SSC-1549564;R-SSC-8941618;R-SSC-5654402;R-SSC-1295632;R-SSC-934559;R-SSC-1295609;R-SSC-1295599;R-SSC-1295622;R-SSC-5654618,0.0033082835376113846
2762,R-XTR-991365,Activation of GABAB receptors,2,45,0.0053022269353128,0.9924215122686876,0.9971887447023138,7,7,0.0011424840868287,8364,Xenopus tropicalis,GNB3;GNAI2,,R-XTR-1013013;R-XTR-170666;R-XTR-1013012;R-XTR-170674;R-XTR-170686;R-XTR-1013020;R-XTR-170671,0.0033038302943012776
2763,R-XTR-977444,GABA B receptor activation,2,45,0.0053022269353128,0.9924215122686876,0.9971887447023138,7,8,0.0013056960992329,8364,Xenopus tropicalis,GNB3;GNAI2,,R-XTR-1013013;R-XTR-170666;R-XTR-1013012;R-XTR-170674;R-XTR-170686;R-XTR-1013020;R-XTR-170671,0.0033038302943012776
2764,R-XTR-445717,Aquaporin-mediated transport,2,45,0.0053022269353128,0.9924215122686876,0.9971887447023138,6,19,0.0031010282356781,8364,Xenopus tropicalis,AQP7;GNB3,,R-XTR-507869;R-XTR-432074;R-XTR-507868;R-XTR-432195;R-XTR-507871;R-XTR-507870,0.0033038302943012776
2765,R-XTR-975576,N-glycan antennae elongation in the medial/trans-Golgi,2,45,0.0053022269353128,0.9924215122686876,0.9971887447023138,2,13,0.0021217561612534,8364,Xenopus tropicalis,MGAT5;FUT3,,R-XTR-975916;R-XTR-5693925,0.0033038302943012776
2766,R-DRE-391251,Protein folding,1,38,0.0037233000195963,0.992424952218414,0.9976233031343844,7,12,0.0016335420637081,7955,Danio rerio,GNB2,,R-DRE-6814418;R-DRE-6814120;R-DRE-6814124;R-DRE-6814121;R-DRE-8850560;R-DRE-6814119;R-DRE-8850527,0.003302324937377271
2767,R-DRE-390466,Chaperonin-mediated protein folding,1,38,0.0037233000195963,0.992424952218414,0.9976233031343844,7,12,0.0016335420637081,7955,Danio rerio,GNB2,,R-DRE-6814418;R-DRE-6814120;R-DRE-6814124;R-DRE-6814121;R-DRE-8850560;R-DRE-6814119;R-DRE-8850527,0.003302324937377271
2768,R-DRE-390247,Beta-oxidation of very long chain fatty acids,1,38,0.0037233000195963,0.992424952218414,0.9976233031343844,2,11,0.0014974135583991,7955,Danio rerio,HSD17B4,,R-DRE-390251;R-DRE-390252,0.003302324937377271
2769,R-DRE-163125,Post-translational modification: synthesis of GPI-anchored proteins,1,38,0.0037233000195963,0.992424952218414,0.9976233031343844,1,9,0.0012251565477811,7955,Danio rerio,PIGV,,R-DRE-162873,0.003302324937377271
2770,R-RNO-2428928,IRS-related events triggered by IGF1R,2,55,0.0053042723502748,0.9924393202516056,0.9924393202516056,2,10,0.0012659830358273,10116,Rattus norvegicus,TRIB3;FGFR2,,R-RNO-109700;R-RNO-109699,0.0032960373965941585
2771,R-MMU-5654738,Signaling by FGFR2,3,72,0.0066753198590765,0.9924528553174272,0.9924528553174272,36,43,0.0052477422504271,10090,Mus musculus,PPP2R1A;KRAS;FGFR2,,R-MMU-5654406;R-MMU-5654404;R-MMU-1295609;R-MMU-5654407;R-MMU-5654622;R-MMU-5654620;R-MMU-5654618;R-MMU-5654399;R-MMU-5654701;R-MMU-5654729;R-MMU-5654402;R-MMU-1295599;R-MMU-5654159;R-MMU-5654157;R-MMU-5654608;R-MMU-5654607;R-MMU-5654147;R-MMU-1295632;R-MMU-5654697;R-MMU-5654615;R-MMU-5654397;R-MMU-8941618;R-MMU-190260;R-MMU-5654614;R-MMU-5654612;R-MMU-934559;R-MMU-5654603;R-MMU-5654677;R-MMU-1549564;R-MMU-190258;R-MMU-1295613;R-MMU-5654562;R-MMU-5654605;R-MMU-1295622;R-MMU-190408;R-MMU-190413,0.0032901144507828423
2772,R-BTA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,1,39,0.0037359900373599,0.9925502070505292,0.9925502070505292,3,3,0.0003784533871578151,9913,Bos taurus,NUP210,,R-BTA-158447;R-BTA-77594;R-BTA-158441,0.0032475157048913626
2773,R-BTA-3928665,EPH-ephrin mediated repulsion of cells,1,39,0.0037359900373599,0.9925502070505292,0.9925502070505292,1,6,0.0007569067743156302,9913,Bos taurus,NCSTN,,R-BTA-3928656,0.0032475157048913626
2774,R-GGA-159227,Transport of the SLBP independent Mature mRNA,1,33,0.0037611123774789,0.9927921020574048,0.9974743987201626,3,3,0.0004416310908287944,9031,Gallus gallus,NUP210,,R-GGA-111439;R-GGA-158481;R-GGA-158484,0.0031416864312956705
2775,R-GGA-68962,Activation of the pre-replicative complex,1,33,0.0037611123774789,0.9927921020574048,0.9974743987201626,7,9,0.0013248932724863,9031,Gallus gallus,MCM8,,R-GGA-68919;R-GGA-68914;R-GGA-68940;R-GGA-68916;R-GGA-68960;R-GGA-68917;R-GGA-68918,0.0031416864312956705
2776,R-GGA-4085377,SUMOylation of SUMOylation proteins,1,33,0.0037611123774789,0.9927921020574048,0.9974743987201626,2,5,0.0007360518180479906,9031,Gallus gallus,NUP210,,R-GGA-4551679;R-GGA-4551649,0.0031416864312956705
2777,R-GGA-421984,Heme synthesis,1,33,0.0037611123774789,0.9927921020574048,0.9974743987201626,3,17,0.0025025761813631,9031,Gallus gallus,ALAS2,,R-GGA-421495;R-GGA-421493;R-GGA-421457,0.0031416864312956705
2778,R-GGA-351202,Metabolism of polyamines,1,33,0.0037611123774789,0.9927921020574048,0.9974743987201626,2,13,0.0019137347269247,9031,Gallus gallus,PAOX,,R-GGA-141351;R-GGA-141348,0.0031416864312956705
2779,R-GGA-1614558,Degradation of cysteine and homocysteine,1,33,0.0037611123774789,0.9927921020574048,0.9974743987201626,2,15,0.0022081554541439,9031,Gallus gallus,TXN2,,R-GGA-9035227;R-GGA-9035484,0.0031416864312956705
2780,R-RNO-159231,Transport of Mature mRNA Derived from an Intronless Transcript,1,39,0.0037612113029221,0.9927930388955956,0.9927930388955956,3,3,0.000379794910748196,10116,Rattus norvegicus,NUP210,,R-RNO-158447;R-RNO-158441;R-RNO-77594,0.0031412766139090375
2781,R-RNO-389356,CD28 co-stimulation,1,39,0.0037612113029221,0.9927930388955956,0.9927930388955956,1,18,0.0022787694644891,10116,Rattus norvegicus,TRIB3,,R-RNO-198640,0.0031412766139090375
2782,R-RNO-202131,Metabolism of nitric oxide: NOS3 activation and regulation,1,39,0.0037612113029221,0.9927930388955956,0.9927930388955956,1,24,0.0030383592859855,10116,Rattus norvegicus,SPR,,R-RNO-1497869,0.0031412766139090375
2783,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,2,81,0.0053493593977017,0.99282162326782,0.99282162326782,3,3,0.0002153316106804479,9606,Homo sapiens,YWHAE;PPP2R1A,,R-HSA-380311;R-HSA-380455;R-HSA-380283,0.0031287726418512724
2784,R-HSA-9694635,Translation of Structural Proteins,2,81,0.0053493593977017,0.99282162326782,0.99282162326782,2,46,0.0033017513637668,9606,Homo sapiens,MGAT5;ZDHHC11,,R-HSA-9694341;R-HSA-9696980,0.0031287726418512724
2785,R-HSA-9013405,RHOD GTPase cycle,1,57,0.0037643640206049,0.9928228319429384,0.9928228319429384,1,9,0.0006459948320413437,9606,Homo sapiens,ARHGAP26,,R-HSA-9013437,0.0031282439259142647
2786,R-HSA-380108,Chemokine receptors bind chemokines,1,57,0.0037643640206049,0.9928228319429384,0.9928228319429384,1,19,0.0013637668676428,9606,Homo sapiens,CCL16,,R-HSA-373073,0.0031282439259142647
2787,R-CFA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",2,52,0.0053503446856672,0.9928297628453584,0.9928297628453584,4,29,0.0039141584559319,9615,Canis familiaris,HSP90AB1;MAPK13,,R-CFA-873951;R-CFA-874087;R-CFA-1247960;R-CFA-1306876,0.003125212123993301
2788,R-XTR-2022928,HS-GAG biosynthesis,1,32,0.0037704724873335,0.9928802069203536,0.9971887447023138,9,10,0.0016321201240411,8364,Xenopus tropicalis,SDC1,,R-XTR-2076611;R-XTR-2076392;R-XTR-2024108;R-XTR-2022860;R-XTR-2022887;R-XTR-2076419;R-XTR-2022856;R-XTR-2022851;R-XTR-2022919,0.0031031468841008574
2789,R-XTR-182971,EGFR downregulation,1,32,0.0037704724873335,0.9928802069203536,0.9971887447023138,17,19,0.0031010282356781,8364,Xenopus tropicalis,EGFR,,R-XTR-8867044;R-XTR-8867047;R-XTR-183036;R-XTR-183072;R-XTR-183067;R-XTR-182994;R-XTR-183058;R-XTR-183055;R-XTR-182986;R-XTR-182993;R-XTR-8864029;R-XTR-182990;R-XTR-183051;R-XTR-182969;R-XTR-8867041;R-XTR-8951490;R-XTR-183089,0.0031031468841008574
2790,R-XTR-390466,Chaperonin-mediated protein folding,1,32,0.0037704724873335,0.9928802069203536,0.9971887447023138,7,10,0.0016321201240411,8364,Xenopus tropicalis,GNB3,,R-XTR-8850560;R-XTR-6814119;R-XTR-8850527;R-XTR-6814121;R-XTR-6814418;R-XTR-6814124;R-XTR-6814120,0.0031031468841008574
2791,R-XTR-391251,Protein folding,1,32,0.0037704724873335,0.9928802069203536,0.9971887447023138,7,10,0.0016321201240411,8364,Xenopus tropicalis,GNB3,,R-XTR-8850560;R-XTR-6814119;R-XTR-8850527;R-XTR-6814121;R-XTR-6814418;R-XTR-6814124;R-XTR-6814120,0.0031031468841008574
2792,R-XTR-6809371,Formation of the cornified envelope,1,32,0.0037704724873335,0.9928802069203536,0.9971887447023138,1,2,0.0003264240248082259,8364,Xenopus tropicalis,SLC22A23,,R-XTR-6810357,0.0031031468841008574
2793,R-XTR-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,1,32,0.0037704724873335,0.9928802069203536,0.9971887447023138,4,15,0.0024481801860616,8364,Xenopus tropicalis,GAA,,R-XTR-110371;R-XTR-5651805;R-XTR-110368;R-XTR-110364,0.0031031468841008574
2794,R-XTR-114508,Effects of PIP2 hydrolysis,1,32,0.0037704724873335,0.9928802069203536,0.9971887447023138,2,8,0.0013056960992329,8364,Xenopus tropicalis,ITPR1,,R-XTR-139854;R-XTR-139941,0.0031031468841008574
2795,R-XTR-190861,Gap junction assembly,1,32,0.0037704724873335,0.9928802069203536,0.9971887447023138,1,6,0.0009792720744246776,8364,Xenopus tropicalis,GJB1,,R-XTR-190681,0.0031031468841008574
2796,R-XTR-3928662,EPHB-mediated forward signaling,1,32,0.0037704724873335,0.9928802069203536,0.9971887447023138,1,11,0.0017953321364452,8364,Xenopus tropicalis,ROCK2,,R-XTR-3928576,0.0031031468841008574
2797,R-XTR-186763,Downstream signal transduction,1,32,0.0037704724873335,0.9928802069203536,0.9971887447023138,1,16,0.0026113921984658,8364,Xenopus tropicalis,STAT1,,R-XTR-380782,0.0031031468841008574
2798,R-GGA-6811440,Retrograde transport at the Trans-Golgi-Network,2,47,0.0053567358103487,0.992882341732973,0.9974743987201626,5,17,0.0025025761813631,9031,Gallus gallus,TGOLN2;IGF2R,,R-GGA-6811431;R-GGA-6814671;R-GGA-6814675;R-GGA-6814670;R-GGA-6814682,0.003102213099403277
2799,R-GGA-74751,Insulin receptor signalling cascade,2,47,0.0053567358103487,0.992882341732973,0.9974743987201626,4,16,0.0023553658177535,9031,Gallus gallus,GRB10;FGFR2,,R-GGA-110011;R-GGA-74740;R-GGA-109699;R-GGA-74707,0.003102213099403277
2800,R-BTA-5578775,Ion homeostasis,2,56,0.0053644985151834,0.9929456969929472,0.9929456969929472,3,13,0.0016399646776838,9913,Bos taurus,SLC8A3;ITPR1,,R-BTA-139854;R-BTA-5226904;R-BTA-425661,0.003074501898554938
2801,R-MMU-193648,NRAGE signals death through JNK,2,58,0.0053773409975894,0.9930493006918896,0.9930493006918896,1,4,0.000488162069807176,10090,Mus musculus,ITSN1;KALRN,,R-MMU-205039,0.0030291900877510844
2802,R-MMU-3299685,Detoxification of Reactive Oxygen Species,2,58,0.0053773409975894,0.9930493006918896,0.9930493006918896,4,28,0.0034171344886502,10090,Mus musculus,NUDT2;TXN2,,R-MMU-5696197;R-MMU-3323050;R-MMU-3322995;R-MMU-3697894,0.0030291900877510844
2803,R-MMU-2428924,IGF1R signaling cascade,2,58,0.0053773409975894,0.9930493006918896,0.9930493006918896,2,14,0.0017085672443251,10090,Mus musculus,TRIB3;FGFR2,,R-MMU-109699;R-MMU-109700,0.0030291900877510844
2804,R-HSA-70326,Glucose metabolism,5,140,0.009245806366398,0.9931113387531448,0.9931113387531448,7,50,0.0035888601780074,9606,Homo sapiens,PFKL;TPI1;NUP210;PPP2R1A;SLC25A11,,R-HSA-70481;R-HSA-70467;R-HSA-163750;R-HSA-376851;R-HSA-70454;R-HSA-198440;R-HSA-170796,0.0030020595655316654
2805,R-DRE-3299685,Detoxification of Reactive Oxygen Species,2,55,0.0053889868704683,0.9931419621154096,0.9976233031343844,4,27,0.0036754696433433,7955,Danio rerio,NUDT2;TXN2,,R-DRE-3323050;R-DRE-3322995;R-DRE-5696197;R-DRE-3697894,0.0029886679631170522
2806,R-DRE-1483191,Synthesis of PC,2,55,0.0053889868704683,0.9931419621154096,0.9976233031343844,2,17,0.0023141845902531,7955,Danio rerio,PEMT;CES3,,R-DRE-372519;R-DRE-1483174,0.0029886679631170522
2807,R-SSC-3301854,Nuclear Pore Complex (NPC) Disassembly,1,38,0.0038007601520304,0.99315799065013,0.99315799065013,2,2,0.0002667733760170735,9823,Sus scrofa,NUP210,,R-SSC-2990880;R-SSC-2990882,0.002981658846319244
2808,R-SSC-2022928,HS-GAG biosynthesis,1,38,0.0038007601520304,0.99315799065013,0.99315799065013,11,12,0.0016006402561024,9823,Sus scrofa,SDC1,,R-SSC-2076383;R-SSC-2076392;R-SSC-2022919;R-SSC-2076419;R-SSC-2022851;R-SSC-2022856;R-SSC-2024108;R-SSC-2076508;R-SSC-2022887;R-SSC-2022860;R-SSC-2076611,0.002981658846319244
2809,R-SSC-71240,Tryptophan catabolism,1,38,0.0038007601520304,0.99315799065013,0.99315799065013,1,10,0.0013338668800853,9823,Sus scrofa,KMO,,R-SSC-71200,0.002981658846319244
2810,R-SSC-8964043,Plasma lipoprotein clearance,1,38,0.0038007601520304,0.99315799065013,0.99315799065013,1,26,0.0034680538882219,9823,Sus scrofa,CES3,,R-SSC-8937442,0.002981658846319244
2811,R-MMU-159231,Transport of Mature mRNA Derived from an Intronless Transcript,1,41,0.0038012238086408,0.9931621578216112,0.9931621578216112,3,3,0.000366121552355382,10090,Mus musculus,NUP210,,R-MMU-158447;R-MMU-77594;R-MMU-158441,0.0029798366027289224
2812,R-MMU-9013420,RHOU GTPase cycle,1,41,0.0038012238086408,0.9931621578216112,0.9931621578216112,1,3,0.000366121552355382,10090,Mus musculus,PTK2B,,R-MMU-9018766,0.0029798366027289224
2813,R-MMU-3928665,EPH-ephrin mediated repulsion of cells,1,41,0.0038012238086408,0.9931621578216112,0.9931621578216112,1,7,0.000854283622162558,10090,Mus musculus,NCSTN,,R-MMU-3928656,0.0029798366027289224
2814,R-MMU-2559580,Oxidative Stress Induced Senescence,1,41,0.0038012238086408,0.9931621578216112,0.9931621578216112,1,17,0.0020746887966804,10090,Mus musculus,MAP2K7,,R-MMU-168162,0.0029798366027289224
2815,R-CFA-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,1,37,0.0038069760263401,0.9932136461782,0.9932136461782,9,9,0.0012147388311513,9615,Canis familiaris,NUP210,,R-CFA-159046;R-CFA-77587;R-CFA-111439;R-CFA-159050;R-CFA-158441;R-CFA-158481;R-CFA-77594;R-CFA-158447;R-CFA-158484,0.0029573221227309873
2816,R-CFA-5689896,Ovarian tumor domain proteases,1,37,0.0038069760263401,0.9932136461782,0.9932136461782,1,13,0.0017546227561074,9615,Canis familiaris,ESR1,,R-CFA-6783238,0.0029573221227309873
